"Year","Month","MonitoringLocation","SampleDate","SALINITY","State","Sample.month","Region","Site","Lat","Long","Prevalence","Mean.Intensity","Prev_ratio","oysteryear","Prev_ep","WTEMP","Lat_Env","Long_Env"
1990,"Apr","WE4.1",1990-04-12,17.84,"VA","September","MOBJACK BAY","TOW STAKE",37.338883,-76.386117,100,2.36,1,1990,0.999999,12.4,"37.311810000000001",-76.34634
1990,"Apr","WE4.1",1990-04-12,17.84,"VA","September","MOBJACK BAY","PULTZ BAR",37.35305,-76.352783,24,0.4,0.24,1990,0.24,12.4,"37.311810000000001",-76.34634
1990,"Aug","CB5.4",1990-08-27,13.63,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,80,1.28,0.8,1990,0.8,26.8,"37.800130000000003",-76.17466
1990,"Aug","CB5.4",1990-08-27,13.63,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,84,1.16,0.84,1990,0.84,26.8,"37.800130000000003",-76.17466
1990,"Aug","CB5.4",1990-08-27,13.63,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,92,1.24,0.92,1990,0.92,26.8,"37.800130000000003",-76.17466
1990,"Aug","EE2.2",1990-08-14,12.07,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,100,3.93333333333333,1,1990,0.999999,26.8,"38.319420000000001",-76.14587
1990,"Aug","EE3.0",1990-08-16,12.33,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,60,2.94444444444444,0.6,1990,0.6,27.4,"38.165320000000001",-76.00854
1990,"Aug","EE3.0",1990-08-16,12.33,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,23,1.21428571428571,0.23,1990,0.23,27.4,"38.165320000000001",-76.00854
1990,"Aug","EE3.1",1990-08-01,14.4,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,100,2.8,1,1990,0.999999,26.7,"38.071159999999999",-76.04566
1990,"Aug","EE3.1",1990-08-01,14.4,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,100,3.86666666666667,1,1990,0.999999,26.7,"38.071159999999999",-76.04566
1990,"Aug","EE3.3",1990-08-01,18.21,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,97,3.74137931034483,0.97,1990,0.97,26.5,"37.568939999999998",-75.44161
1990,"Aug","ET4.2",1990-08-14,9.72,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,20,2.08333333333333,0.2,1990,0.2,26.3,"38.596419999999995",-76.12821
1990,"Aug","ET5.2",1990-08-14,8.38,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,100,4.11666666666667,1,1990,0.999999,26.8,"38.395020000000002",-76.11291
1990,"Aug","ET5.2",1990-08-14,8.38,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.02,0.83,1990,0.83,26.8,"38.395020000000002",-76.11291
1990,"Aug","LE3.1",1990-08-06,12.6,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,56,1.04,0.56,1990,0.56,26.6,"37.759250000000002",-76.61592
1990,"Aug","LE3.1",1990-08-06,12.6,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,100,2.8,1,1990,0.999999,26.6,"37.759250000000002",-76.61592
1990,"Aug","LE3.1",1990-08-06,12.6,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,4,0.04,0.04,1990,0.04,26.6,"37.759250000000002",-76.61592
1990,"Aug","LE3.2",1990-08-06,13.8,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,56,0.56,0.56,1990,0.56,27.2,"37.669139999999999",-76.55047
1990,"Aug","LE3.2",1990-08-06,13.8,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,4,0.04,0.04,1990,0.04,27.2,"37.669139999999999",-76.55047
1990,"Aug","LE3.2",1990-08-06,13.8,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,100,1.64,1,1990,0.999999,27.2,"37.669139999999999",-76.55047
1990,"Aug","LE3.7",1990-08-13,15.32,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,92,1.24,0.92,1990,0.92,28.2,"37.53069",-76.30661
1990,"Aug","LE3.7",1990-08-13,15.32,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,16,0.16,0.16,1990,0.16,28.2,"37.53069",-76.30661
1990,"Aug","LE3.7",1990-08-13,15.32,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,96,1.2,0.96,1990,0.96,28.2,"37.53069",-76.30661
1990,"Aug","LE3.7",1990-08-13,15.32,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,100,2.44,1,1990,0.999999,28.2,"37.53069",-76.30661
1990,"Aug","RET3.1",1990-08-06,5.5,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,0,0,0,1990,1e-06,26.4,"37.917299999999997",-76.8222
1990,"Aug","RET3.1",1990-08-06,5.5,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,0,0,0,1990,1e-06,26.4,"37.917299999999997",-76.8222
1990,"Aug","RET3.2",1990-08-06,10.3,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,0,0,0,1990,1e-06,26.6,"37.811579999999999",-76.71195
1990,"Aug","RET3.2",1990-08-06,10.3,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,84,1.24,0.84,1990,0.84,26.6,"37.811579999999999",-76.71195
1990,"Aug","WE4.1",1990-08-14,19.43,"VA","September","MOBJACK BAY","TOW STAKE",37.338883,-76.386117,100,2.36,1,1990,0.999999,27.5,"37.311810000000001",-76.34634
1990,"Aug","WE4.1",1990-08-14,19.43,"VA","September","PIANKATANK RIVER","GINNEY POINT",37.3533333,-76.4,10,1.92,0.1,1990,0.1,27.5,"37.311810000000001",-76.34634
1990,"Aug","WE4.1",1990-08-14,19.43,"VA","September","MOBJACK BAY","PULTZ BAR",37.35305,-76.352783,24,0.4,0.24,1990,0.24,27.5,"37.311810000000001",-76.34634
1990,"Dec","CB5.4",1990-12-10,14.96,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,80,1.28,0.8,1991,0.8,8.9,"37.800130000000003",-76.17466
1990,"Dec","CB5.4",1990-12-10,14.96,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,92,1.24,0.92,1991,0.92,8.9,"37.800130000000003",-76.17466
1990,"Dec","CB5.4",1990-12-10,14.96,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,84,1.16,0.84,1991,0.84,8.9,"37.800130000000003",-76.17466
1990,"Dec","EE2.2",1990-12-11,12.13,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,100,3.93333333333333,1,1991,0.999999,6.7,"38.319420000000001",-76.14587
1990,"Dec","EE3.0",1990-12-13,13.93,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,23,1.21428571428571,0.23,1991,0.23,6.4,"38.165320000000001",-76.00854
1990,"Dec","EE3.0",1990-12-13,13.93,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,60,2.94444444444444,0.6,1991,0.6,6.4,"38.165320000000001",-76.00854
1990,"Dec","EE3.1",1990-12-13,14.13,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,100,2.8,1,1991,0.999999,7,"38.071159999999999",-76.04566
1990,"Dec","EE3.1",1990-12-13,14.13,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,100,3.86666666666667,1,1991,0.999999,7,"38.071159999999999",-76.04566
1990,"Dec","EE3.3",1990-12-12,16.84,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,97,3.74137931034483,0.97,1991,0.97,6.9,"37.568939999999998",-75.44161
1990,"Dec","ET4.2",1990-12-11,6.06,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,20,2.08333333333333,0.2,1991,0.2,6.4,"38.596419999999995",-76.12821
1990,"Dec","ET5.2",1990-12-11,10.43,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,100,4.11666666666667,1,1991,0.999999,6.3,"38.395020000000002",-76.11291
1990,"Dec","ET5.2",1990-12-11,10.43,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.02,0.83,1991,0.83,6.3,"38.395020000000002",-76.11291
1990,"Dec","LE3.1",1990-12-11,13.5,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,4,0.04,0.04,1991,0.04,8.4,"37.759250000000002",-76.61592
1990,"Dec","LE3.1",1990-12-11,13.5,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,56,1.04,0.56,1991,0.56,8.4,"37.759250000000002",-76.61592
1990,"Dec","LE3.1",1990-12-11,13.5,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,100,2.8,1,1991,0.999999,8.4,"37.759250000000002",-76.61592
1990,"Dec","LE3.2",1990-12-11,14.7,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,100,1.64,1,1991,0.999999,8.6,"37.669139999999999",-76.55047
1990,"Dec","LE3.2",1990-12-11,14.7,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,4,0.04,0.04,1991,0.04,8.6,"37.669139999999999",-76.55047
1990,"Dec","LE3.2",1990-12-11,14.7,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,56,0.56,0.56,1991,0.56,8.6,"37.669139999999999",-76.55047
1990,"Dec","LE3.7",1990-12-10,16.6,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,100,2.44,1,1991,0.999999,8.4,"37.53069",-76.30661
1990,"Dec","LE3.7",1990-12-10,16.6,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,16,0.16,0.16,1991,0.16,8.4,"37.53069",-76.30661
1990,"Dec","LE3.7",1990-12-10,16.6,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,92,1.24,0.92,1991,0.92,8.4,"37.53069",-76.30661
1990,"Dec","LE3.7",1990-12-10,16.6,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,96,1.2,0.96,1991,0.96,8.4,"37.53069",-76.30661
1990,"Dec","RET3.1",1990-12-11,4.7,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,0,0,0,1991,1e-06,7.2,"37.917299999999997",-76.8222
1990,"Dec","RET3.1",1990-12-11,4.7,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,0,0,0,1991,1e-06,7.2,"37.917299999999997",-76.8222
1990,"Dec","RET3.2",1990-12-11,10.8,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,0,0,0,1991,1e-06,7.8,"37.811579999999999",-76.71195
1990,"Dec","RET3.2",1990-12-11,10.8,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,84,1.24,0.84,1991,0.84,7.8,"37.811579999999999",-76.71195
1990,"Dec","WE4.1",1990-12-10,20.32,"VA","September","MOBJACK BAY","TOW STAKE",37.338883,-76.386117,100,2.36,1,1991,0.999999,8.3,"37.311810000000001",-76.34634
1990,"Dec","WE4.1",1990-12-10,20.32,"VA","September","MOBJACK BAY","PULTZ BAR",37.35305,-76.352783,24,0.4,0.24,1991,0.24,8.3,"37.311810000000001",-76.34634
1990,"Dec","WE4.1",1990-12-10,20.32,"VA","September","PIANKATANK RIVER","GINNEY POINT",37.3533333,-76.4,10,1.92,0.1,1991,0.1,8.3,"37.311810000000001",-76.34634
1990,"Feb","CB5.4",1990-02-05,16.25,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,80,1.28,0.8,1990,0.8,4.7,"37.800130000000003",-76.17466
1990,"Feb","CB5.4",1990-02-05,16.25,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,92,1.24,0.92,1990,0.92,4.7,"37.800130000000003",-76.17466
1990,"Feb","CB5.4",1990-02-05,16.25,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,84,1.16,0.84,1990,0.84,4.7,"37.800130000000003",-76.17466
1990,"Feb","EE2.2",1990-02-06,13.46,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,100,3.93333333333333,1,1990,0.999999,4.6,"38.319420000000001",-76.14587
1990,"Feb","EE3.0",1990-02-05,9.78,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,23,1.21428571428571,0.23,1990,0.23,6.4,"38.165320000000001",-76.00854
1990,"Feb","EE3.0",1990-02-05,9.78,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,60,2.94444444444444,0.6,1990,0.6,6.4,"38.165320000000001",-76.00854
1990,"Feb","EE3.1",1990-02-05,13.06,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,100,3.86666666666667,1,1990,0.999999,6,"38.071159999999999",-76.04566
1990,"Feb","EE3.1",1990-02-05,13.06,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,100,2.8,1,1990,0.999999,6,"38.071159999999999",-76.04566
1990,"Feb","EE3.3",1990-02-05,14.73,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,97,3.74137931034483,0.97,1990,0.97,7.1,"37.568939999999998",-75.44161
1990,"Feb","ET4.2",1990-02-06,8.5,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,20,2.08333333333333,0.2,1990,0.2,5.4,"38.596419999999995",-76.12821
1990,"Feb","ET5.2",1990-02-06,9.65,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,100,4.11666666666667,1,1990,0.999999,5.8,"38.395020000000002",-76.11291
1990,"Feb","ET5.2",1990-02-06,9.65,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.02,0.83,1990,0.83,5.8,"38.395020000000002",-76.11291
1990,"Feb","LE3.1",1990-02-12,10.3,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,4,0.04,0.04,1990,0.04,8,"37.759250000000002",-76.61592
1990,"Feb","LE3.1",1990-02-12,10.3,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,100,2.8,1,1990,0.999999,8,"37.759250000000002",-76.61592
1990,"Feb","LE3.1",1990-02-12,10.3,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,56,1.04,0.56,1990,0.56,8,"37.759250000000002",-76.61592
1990,"Feb","LE3.2",1990-02-12,12.6,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,4,0.04,0.04,1990,0.04,7.8,"37.669139999999999",-76.55047
1990,"Feb","LE3.2",1990-02-12,12.6,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,56,0.56,0.56,1990,0.56,7.8,"37.669139999999999",-76.55047
1990,"Feb","LE3.2",1990-02-12,12.6,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,100,1.64,1,1990,0.999999,7.8,"37.669139999999999",-76.55047
1990,"Feb","LE3.7",1990-02-05,15.42,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,16,0.16,0.16,1990,0.16,7.2,"37.53069",-76.30661
1990,"Feb","LE3.7",1990-02-05,15.42,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,92,1.24,0.92,1990,0.92,7.2,"37.53069",-76.30661
1990,"Feb","LE3.7",1990-02-05,15.42,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,100,2.44,1,1990,0.999999,7.2,"37.53069",-76.30661
1990,"Feb","LE3.7",1990-02-05,15.42,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,96,1.2,0.96,1990,0.96,7.2,"37.53069",-76.30661
1990,"Feb","WE4.1",1990-02-06,18.93,"VA","September","PIANKATANK RIVER","GINNEY POINT",37.3533333,-76.4,10,1.92,0.1,1990,0.1,6.7,"37.311810000000001",-76.34634
1990,"Feb","WE4.1",1990-02-06,18.93,"VA","September","MOBJACK BAY","TOW STAKE",37.338883,-76.386117,100,2.36,1,1990,0.999999,6.7,"37.311810000000001",-76.34634
1990,"Feb","WE4.1",1990-02-06,18.93,"VA","September","MOBJACK BAY","PULTZ BAR",37.35305,-76.352783,24,0.4,0.24,1990,0.24,6.7,"37.311810000000001",-76.34634
1990,"Jan","CB5.4",1990-01-09,14.65,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,92,1.24,0.92,1990,0.92,1.4,"37.800130000000003",-76.17466
1990,"Jan","CB5.4",1990-01-09,14.65,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,84,1.16,0.84,1990,0.84,1.4,"37.800130000000003",-76.17466
1990,"Jan","CB5.4",1990-01-09,14.65,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,80,1.28,0.8,1990,0.8,1.4,"37.800130000000003",-76.17466
1990,"Jan","EE2.2",1990-01-09,13.13,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,100,3.93333333333333,1,1990,0.999999,0.4,"38.319420000000001",-76.14587
1990,"Jan","EE3.0",1990-01-08,12.2,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,23,1.21428571428571,0.23,1990,0.23,1.7,"38.165320000000001",-76.00854
1990,"Jan","EE3.0",1990-01-08,12.2,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,60,2.94444444444444,0.6,1990,0.6,1.7,"38.165320000000001",-76.00854
1990,"Jan","EE3.1",1990-01-08,13.66,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,100,2.8,1,1990,0.999999,0.9,"38.071159999999999",-76.04566
1990,"Jan","EE3.1",1990-01-08,13.66,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,100,3.86666666666667,1,1990,0.999999,0.9,"38.071159999999999",-76.04566
1990,"Jan","EE3.3",1990-01-08,15,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,97,3.74137931034483,0.97,1990,0.97,2.1,"37.568939999999998",-75.44161
1990,"Jan","ET4.2",1990-01-09,9.85,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,20,2.08333333333333,0.2,1990,0.2,0.8,"38.596419999999995",-76.12821
1990,"Jan","ET5.2",1990-01-10,9.53,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,100,4.11666666666667,1,1990,0.999999,1.6,"38.395020000000002",-76.11291
1990,"Jan","ET5.2",1990-01-10,9.53,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.02,0.83,1990,0.83,1.6,"38.395020000000002",-76.11291
1990,"Jan","LE3.1",1990-01-16,10.4,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,4,0.04,0.04,1990,0.04,2.8,"37.759250000000002",-76.61592
1990,"Jan","LE3.1",1990-01-16,10.4,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,100,2.8,1,1990,0.999999,2.8,"37.759250000000002",-76.61592
1990,"Jan","LE3.1",1990-01-16,10.4,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,56,1.04,0.56,1990,0.56,2.8,"37.759250000000002",-76.61592
1990,"Jan","LE3.2",1990-01-16,13.1,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,4,0.04,0.04,1990,0.04,2.9,"37.669139999999999",-76.55047
1990,"Jan","LE3.2",1990-01-16,13.1,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,100,1.64,1,1990,0.999999,2.9,"37.669139999999999",-76.55047
1990,"Jan","LE3.2",1990-01-16,13.1,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,56,0.56,0.56,1990,0.56,2.9,"37.669139999999999",-76.55047
1990,"Jan","LE3.7",1990-01-09,15.54,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,92,1.24,0.92,1990,0.92,2.9,"37.53069",-76.30661
1990,"Jan","LE3.7",1990-01-09,15.54,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,16,0.16,0.16,1990,0.16,2.9,"37.53069",-76.30661
1990,"Jan","LE3.7",1990-01-09,15.54,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,96,1.2,0.96,1990,0.96,2.9,"37.53069",-76.30661
1990,"Jan","LE3.7",1990-01-09,15.54,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,100,2.44,1,1990,0.999999,2.9,"37.53069",-76.30661
1990,"Jan","RET3.1",1990-01-16,2.8,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,0,0,0,1990,1e-06,3.3,"37.917299999999997",-76.8222
1990,"Jan","RET3.1",1990-01-16,2.8,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,0,0,0,1990,1e-06,3.3,"37.917299999999997",-76.8222
1990,"Jan","RET3.2",1990-01-16,6.9,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,0,0,0,1990,1e-06,3.1,"37.811579999999999",-76.71195
